outcomeId,cohortId,modelSettingsId,analysisId,devDatabase,populationSettingId,modelSettingId,covariateSettingId,modelSettingName,addExposureDaysToStart,riskWindowStart,addExposureDaysToEnd,riskWindowEnd,plpDataFolder,studyPopFile,plpResultFolder,cohortName,outcomeName
5889,5891,1,1,optumDod,1,1,1,Lasso Logistic Regression,0,0,0,30,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/PlpData_L1_T5891,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/StudyPop_L1_T5891_O5889.rds,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/Analysis_1,"[COVID19 ID29 V1] Hospitalizations with pneumonia, age>=18",[COVID19 ID27 V1] Hospitalizations with pneumonia or ARDS or sepsis or AKI requiring intensive services or resulting in death in 30d
5889,5891,2,3,optumDod,1,1,2,Lasso Logistic Regression - Benchmark,0,0,0,30,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/PlpData_L2_T5891,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/StudyPop_L1_T5891_O5889.rds,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/Analysis_3,"[COVID19 ID29 V1] Hospitalizations with pneumonia, age>=18",[COVID19 ID27 V1] Hospitalizations with pneumonia or ARDS or sepsis or AKI requiring intensive services or resulting in death in 30d
5890,5891,1,2,optumDod,1,1,1,Lasso Logistic Regression,0,0,0,30,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/PlpData_L1_T5891,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/StudyPop_L1_T5891_O5890.rds,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/Analysis_2,"[COVID19 ID29 V1] Hospitalizations with pneumonia, age>=18",[COVID19 ID28 v1] persons who die
5890,5891,2,4,optumDod,1,1,2,Lasso Logistic Regression - Benchmark,0,0,0,30,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/PlpData_L2_T5891,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/StudyPop_L1_T5891_O5890.rds,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/Analysis_4,"[COVID19 ID29 V1] Hospitalizations with pneumonia, age>=18",[COVID19 ID28 v1] persons who die
5889,5891,1,1001,optumDod,1,1,1,Lasso Logistic Regression,0,0,0,30,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/PlpData_L1_T5891,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/StudyPop_L1_T5891_O5889.rds,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/Analysis_1,"Hospitalizations in 2020 with pneumonia, age>=18",[COVID19 ID27 V1] Hospitalizations with pneumonia or ARDS or sepsis or AKI requiring intensive services or resulting in death in 30d
5889,5891,2,1003,optumDod,1,1,2,Lasso Logistic Regression - Benchmark,0,0,0,30,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/PlpData_L2_T5891,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/StudyPop_L1_T5891_O5889.rds,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/Analysis_3,"Hospitalizations in 2020 with pneumonia, age>=18",[COVID19 ID27 V1] Hospitalizations with pneumonia or ARDS or sepsis or AKI requiring intensive services or resulting in death in 30d
5890,5891,1,1002,optumDod,1,1,1,Lasso Logistic Regression,0,0,0,30,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/PlpData_L1_T5891,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/StudyPop_L1_T5891_O5890.rds,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/Analysis_2,"Hospitalizations in 2020 with pneumonia, age>=18",[COVID19 ID28 v1] persons who die
5890,5891,2,1004,optumDod,1,1,2,Lasso Logistic Regression - Benchmark,0,0,0,30,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/PlpData_L2_T5891,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/StudyPop_L1_T5891_O5890.rds,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/Analysis_4,"Hospitalizations in 2020 with pneumonia, age>=18",[COVID19 ID28 v1] persons who die
5889,5891,1,2001,optumDod,1,1,1,Lasso Logistic Regression,0,0,0,30,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/PlpData_L1_T5891,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/StudyPop_L1_T5891_O5889.rds,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/Analysis_1,"Hospitalizations in 2020 with pneumonia no current flu, age>=18",[COVID19 ID27 V1] Hospitalizations with pneumonia or ARDS or sepsis or AKI requiring intensive services or resulting in death in 30d
5889,5891,2,2003,optumDod,1,1,2,Lasso Logistic Regression - Benchmark,0,0,0,30,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/PlpData_L2_T5891,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/StudyPop_L1_T5891_O5889.rds,T:/covid19Studies/covid19Results/SevereInHospitalizedPatientsResults/optumDod/Analysis_3,"Hospitalizations in 2020 with pneumonia no current flu, age>=18",[COVID19 ID27 V1] Hospitalizations with pneumonia or ARDS or sepsis or AKI requiring intensive services or resulting in death in 30d
